q,firm_id,firm_idx,is_active,is_dormant,defaulted,net_sales,units_sold,units_produced,cash,capability,brand,rd_cum_product,product_gen,geo_focus,patient_seg
65,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
65,firm_2,2,True,False,False,0.0,0,0,417467598.7211581,32.18073861685202,14.569619869714284,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
65,firm_3,3,True,False,False,0.0,0,0,350597408.377951,23.57166358950819,16.754293605060848,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
65,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
65,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
65,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
65,firm_7,7,True,False,False,0.0,0,0,473895750.7784163,36.06026629792677,9.212873339515296,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
65,firm_8,8,False,False,True,0.0,0,0,0.0,20.520620566917703,3.754393596963886,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
65,firm_9,9,True,False,False,8800000.0,40,0,4558836488.023576,76.62784219779685,90.0,280360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
65,firm_10,10,True,False,False,0.0,0,0,526301492.7123499,26.15715711648232,11.938537150355138,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
65,firm_11,11,True,False,False,0.0,0,0,67627358.82383889,21.124913797510384,13.906317018422051,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
65,firm_12,12,True,False,False,0.0,0,0,219417415.84256643,14.849586910337802,6.643900656131466,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
65,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
66,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
66,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
66,firm_2,2,True,False,False,0.0,0,0,407498995.16871625,31.37622015143072,13.256991551220684,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
66,firm_3,3,True,False,False,0.0,0,0,341578283.377951,22.982371999770486,15.174523434142372,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
66,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
66,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
66,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
66,firm_7,7,True,False,False,0.0,0,0,463655048.46670485,35.1587596404786,8.623059061898587,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
66,firm_8,8,False,False,True,0.0,0,0,0.0,20.520620566917703,3.754393596963886,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
66,firm_9,9,True,False,False,4320000.0,18,0,4702840449.6607275,78.0777368663692,85.64939432535132,298360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
66,firm_10,10,True,False,False,0.0,0,0,516246492.7123499,25.50322818857026,11.072923281871947,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
66,firm_11,11,True,False,False,0.0,0,0,57502733.82383889,20.596790952572626,12.78849356130425,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
66,firm_12,12,True,False,False,0.0,0,0,209060603.34256643,14.478347237579356,6.166661024478602,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
66,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
66,firm_14,14,True,True,False,0.0,0,0,3000000.0,50.0,10.0,5000000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
67,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
67,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
67,firm_2,2,True,False,False,0.0,0,0,397765919.5981294,30.59181464764495,12.074179951907148,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
67,firm_3,3,True,False,False,0.0,0,0,332925158.377951,22.407812699776223,13.752108760280986,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
67,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
67,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
67,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
67,firm_7,7,True,False,False,0.0,0,0,453416708.44682884,34.279790649466634,8.086039020900127,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
67,firm_8,8,False,False,True,0.0,0,0,0.0,20.520620566917703,3.754393596963886,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
67,firm_9,9,True,False,False,57500000.0,250,0,4687486713.881044,78.9318431258147,85.56355723578037,314360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
67,firm_10,10,True,False,False,0.0,0,0,506191492.7123499,24.865647483856005,10.288810626664853,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
67,firm_11,11,True,False,False,0.0,0,0,47378108.82383889,20.08187117875831,11.77908578019034,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
67,firm_12,12,True,False,False,0.0,0,0,198703790.84256643,14.116388556639873,5.733399396690868,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
67,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
67,firm_14,14,True,False,False,0.0,0,0,53165625.0,48.75,10.35,5000000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
68,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
68,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
68,firm_2,2,True,False,False,0.0,0,0,388216066.4387315,29.827019281453826,12.399449539370833,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
68,firm_3,3,True,False,False,0.0,0,0,324620760.877951,21.84761738228182,14.492993550909956,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
68,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
68,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
68,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
68,firm_7,7,True,False,False,0.0,0,0,443180788.36916006,33.422795883229966,7.596452741997952,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
68,firm_8,8,False,False,True,0.0,0,0,0.0,20.520620566917703,3.754393596963886,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
68,firm_9,9,True,False,False,57500000.0,250,0,4676323035.865351,79.99236163755201,97.47538108845218,332360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
68,firm_10,10,True,False,False,0.0,0,0,496222242.7123499,24.244006296759604,10.15166260642171,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
68,firm_11,11,True,False,False,0.0,0,0,37386133.82383889,19.57982439928935,11.571947907099283,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
68,firm_12,12,True,False,False,0.0,0,0,188346978.34256643,13.763478842723876,5.339704491895818,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
68,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
68,firm_14,14,True,False,False,0.0,0,0,42681250.0,47.53125,9.970565624999999,5000000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
69,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
69,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
69,firm_2,2,True,False,False,0.0,0,0,378356086.39006895,29.08134379941748,11.482454490259927,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
69,firm_3,3,True,False,False,0.0,0,0,316203908.377951,21.30142694772477,16.833651491988622,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
69,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
69,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
69,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
69,firm_7,7,True,False,False,0.0,0,0,432947347.2909944,32.587225986149214,7.14950643881083,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
69,firm_8,8,False,False,True,0.0,0,0,0.0,20.520620566917703,3.754393596963886,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
69,firm_9,9,True,False,False,57500000.0,250,0,4656329409.34919,81.19377473460489,89.25610133733393,352360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
69,firm_10,10,True,False,False,0.0,0,0,486081492.7123499,23.637906139340615,9.446901766976609,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
69,firm_11,11,True,False,False,0.0,0,0,27128858.82383889,19.090328789307115,10.674463976181885,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
69,firm_12,12,True,False,False,0.0,0,0,178395165.84256643,13.419391871655778,4.805734042706236,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
69,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
69,firm_14,14,True,False,False,0.0,0,0,144746875.0,46.34296875,9.615390795395507,5000000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
70,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
70,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
70,firm_2,2,True,False,False,0.0,0,0,368632461.5749214,28.35431020443204,10.469355022829525,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
70,firm_3,3,True,False,False,0.0,0,0,306890783.377951,20.768891274031652,15.236649985280817,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
70,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
70,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
70,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
70,firm_7,7,True,False,False,0.0,0,0,422716445.710887,31.772545336495483,6.740911971610899,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
70,firm_8,8,False,False,True,0.0,0,0,0.0,20.520620566917703,3.754393596963886,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
70,firm_9,9,True,False,False,62500000.0,250,0,5115869412.835565,83.07562522144195,89.5489197192995,378360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
70,firm_10,10,True,False,False,0.0,0,0,476026492.7123499,23.0469584858571,8.807230793502812,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
70,firm_11,11,True,False,False,0.0,0,0,17004233.82383889,18.613070569574436,9.862805656360065,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
70,firm_12,12,True,False,False,0.0,0,0,168488353.34256643,13.083907074864383,4.325160638435612,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
70,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
70,firm_14,14,True,False,False,0.0,0,0,134312500.0,45.18439453125,9.28215538383345,5000000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
71,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
71,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
71,firm_2,2,True,False,False,0.0,0,0,358944130.6960573,27.645452449321237,9.555694953772065,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
71,firm_3,3,True,False,False,0.0,0,0,298272111.502951,20.24966899218086,13.798806475776058,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
71,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
71,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
71,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
71,firm_7,7,True,False,False,0.0,0,0,412488145.6038255,30.978231703083097,6.366832482945059,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
71,firm_8,8,False,False,True,0.0,0,0,0.0,20.520620566917703,3.754393596963886,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
71,firm_9,9,True,False,False,60000000.0,250,0,5129640817.175284,84.24821454838904,90.55045559986618,402360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
71,firm_10,10,True,False,False,0.0,0,0,465971492.7123499,22.470784523710673,8.226002239323561,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
71,firm_11,11,False,False,True,0.0,0,0,6879608.82383889,18.147743805335075,9.128184584613301,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
71,firm_12,12,True,False,False,0.0,0,0,158581540.84256643,12.756809397992773,3.892644574592051,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
71,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
71,firm_14,14,True,False,False,0.0,0,0,123878125.0,44.05478466796875,8.968794477774331,5000000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
72,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
72,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
72,firm_2,2,True,False,False,0.0,0,0,349400101.69681454,26.954316138088206,9.724731054814933,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
72,firm_3,3,True,False,False,0.0,0,0,290087151.502951,19.74342726737634,14.577611568691971,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
72,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
72,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
72,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
72,firm_7,7,True,False,False,0.0,0,0,402262510.4572613,30.203775910506018,6.023833967942291,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
72,firm_8,8,False,False,True,0.0,0,0,0.0,20.520620566917703,3.754393596963886,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
72,firm_9,9,True,False,False,60000000.0,250,0,5049457217.457185,85.16635199138861,92.44287977903086,426360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
72,firm_10,10,True,False,False,0.0,0,0,455940642.7123499,21.909014910617906,7.846679155345106,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
72,firm_11,11,False,False,True,0.0,0,0,6879608.82383889,18.147743805335075,9.128184584613301,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
72,firm_12,12,True,False,False,0.0,0,0,148674728.34256643,12.437889163042954,3.503380117132846,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
72,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
72,firm_14,14,True,False,False,0.0,0,0,113443750.0,42.95341505126953,8.673469053598987,5000000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
73,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
73,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
73,firm_2,2,True,False,False,0.0,0,0,339824489.4256002,26.280458234636,10.49401991494293,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
73,firm_3,3,True,False,False,0.0,0,0,281148832.206076,19.249841585691932,13.202068784081481,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
73,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
73,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
73,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
73,firm_7,7,True,False,False,0.0,0,0,392343355.3080206,29.448681512743367,5.421450571148062,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
73,firm_8,8,False,False,True,0.0,0,0,0.0,20.520620566917703,3.754393596963886,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
73,firm_9,9,True,False,False,65000000.0,250,0,5105492331.142214,86.35993034553285,90.96538396484402,454360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
73,firm_10,10,False,False,True,0.0,0,0,445866742.7123499,21.361289537852457,7.349717098274507,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
73,firm_11,11,False,False,True,0.0,0,0,6879608.82383889,18.147743805335075,9.128184584613301,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
73,firm_12,12,True,False,False,0.0,0,0,138642915.84256643,12.12694193396688,3.2430581751229157,10560000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
73,firm_13,13,True,True,False,0.0,0,0,10000000.0,70.0,10.0,5000000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
73,firm_14,14,True,False,False,0.0,0,0,103459375.0,41.87957967498779,7.806122148239089,5000000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
74,firm_0,0,False,False,True,0.0,0,0,444731341.057263,89.28291367288901,91.67301203473286,334600000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
74,firm_1,1,False,False,True,0.0,0,0,0.0,59.103133292715114,64.725784302521,121785000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
74,firm_2,2,True,False,False,0.0,0,0,329951565.80440474,25.6234467787701,9.568111477445852,217420000.0,1,US Southeast (Miami/Atlanta hub),High-comorbidity patients with safety-first requirements
74,firm_3,3,True,False,False,0.0,0,0,272646029.471701,18.768595546049635,11.963315668934603,69495000.0,1,US Midwest (Chicago/Cleveland Clinic relationships),Athletic / performance-oriented patients seeking peak healthspan
74,firm_4,4,False,False,True,0.0,0,0,852375085.6058509,38.306517672747404,75.66625128617011,13600000.0,1,Western Europe (UK/Germany NHS + private),Geriatric patients (75+) with complex polypharmacy
74,firm_5,5,False,False,True,0.0,0,0,128162433.86154126,75.19686367247665,85.14909822590128,308500000.0,1,Nordic + Benelux (Karolinska + Erasmus partnerships),Mid-life patients (50-65) with strong family history
74,firm_6,6,False,False,True,0.0,0,0,0.0,73.09961664692922,78.82882757503853,177300000.0,1,Asia-Pacific (Singapore + Tokyo specialty centers),"Insurance-covered, broad demographic with cost-sensitivity"
74,firm_7,7,True,False,False,0.0,0,0,382460746.7801157,28.712464474924783,4.879305514033256,131800000.0,1,Latin America (São Paulo/Mexico City premium tier),Cash-pay premium tier (concierge medicine partnerships)
74,firm_8,8,False,False,True,0.0,0,0,0.0,20.520620566917703,3.754393596963886,1000000.0,1,Global multi-region (no specific geographic concentration),Diabetic / metabolic-syndrome subset
74,firm_9,9,True,False,False,68750000.0,250,0,5519704011.313729,87.69278991843812,92.45459996831401,486360000.0,1,Direct-to-consumer telemedicine (no clinic dependency),Cardiovascular high-risk subset
74,firm_10,10,False,False,True,0.0,0,0,445866742.7123499,21.361289537852457,7.349717098274507,73000000.0,1,US Northeast (Boston/NY clinical network),Advanced-stage / late-onset patients seeking maximum efficacy
74,firm_11,11,False,False,True,0.0,0,0,6879608.82383889,18.147743805335075,9.128184584613301,40548000.0,1,US West Coast (Bay Area + LA medical centers),"Early-intervention candidates (pre-symptomatic, biomarker-positive)"
